Title;Warm Price;Cold Price;Utilities Cost;Deposit;Room Size (m²);Number of Rooms;Level;Location;Amenities;Env;Year of Construction;Elevator;Parking;Kitchen;Balcony;Garden;Terrace;Move-in Date;Efficiency Class;Energy Source;Energy Demand;Link
Sanierte 4-Zimmerwohnung auf der Schönhauser Allee !;2.261,16;1.850,04;411,12;5.550,12;102;4;4. Geschoss;10437 Berlin Prenzlauer Berg;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dku65r
Wohnen im Waldtierviertel;2.995;2.495;500;;124;4;Erdgeschoss;14195 Berlin Schmargendorf;Bad mit Fenster, Wanne und Dusche, offene Küche;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;ab sofort;A+;;14,60;https://www.immowelt.de/expose/2dlq85f
***Moderne Wohnung, unmöbliert und unbefristet***;2.450;2.000;450;6.000,00;105;3;3. Geschoss;10439 Berlin Pankow;;;1900;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.05.2024;B;GAS;53,80;https://www.immowelt.de/expose/2ds5e5r
Berlin entdecken und wohlfühlen: Komfortables Apartment in Kreuzkölln!;1.949;.;;3.898,00;46;2;1. Geschoss;10967 Berlin Kreuzberg;Bad mit Dusche;;2023;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;A;FERN;35,20;https://www.immowelt.de/expose/2d3sc5r
Monteurwohnungen in Berlin (Kreuzberg / Siemensstadt / Neukölln..);;.;;;48;1;Erdgeschoss;13629 Berlin Siemensstadt;barrierefrei;;1908;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;sofort;F;;143,00;https://www.immowelt.de/expose/2d5fa5l
Repräsentativer Altbau am Kollwitzplatz;3.207,75;2.919,75;238;;99;4;;10405 Berlin Prenzlauer Berg;;;1906;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dd9a5r
Möbliertes Designer Apartment zu vermieten Top Lage in Steglitz;;1.590;200;;60;2;1. Geschoss;12157 Berlin Steglitz;;;1905;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dfvt5s
Direkt am See mit herrlichem Blick;3.350;2.900;450;8.700,00 €;136;2;2. Geschoss;12587 Berlin Friedrichshagen;Bad mit Fenster, Wanne und Dusche, Gäste-WC, Bad/WC getrennt, Bidet;Zustand:, Neubau, Parkhaus;2024;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;sofort;;;;https://www.immowelt.de/expose/2dme25f
Mitten im Kiez. Wohnen im Herzen Schönebergs !!!!!!! MIT dem WBS - Schein 100 !!!!!!!;1.546,82;1.184,82;248;3 NKM;98;3;6. Geschoss;10777 Berlin Schöneberg;Bad mit Fenster und Wanne, WG-geeignet;;;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dguw5s
Erstbezug nach Neubau - lichtdurchflutetes Dachgeschoss;1.465;1.315;150;3945;51;2;5. Geschoss (Dachgeschoss);12051 Berlin Neukölln;Bad mit Fenster und Dusche;Zustand:, Neubau;2023;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;sofort;;;;https://www.immowelt.de/expose/2dt7x5e
ERSTBEZUG: Moderne DG-Wohnung mit 2 Terrassen, Aufzug und exklusiven Annehmlichkeiten;2.045;1.844;201;5532;65;3;6. Geschoss (Dachgeschoss);10317 Berlin Lichtenberg;Bad mit Dusche, barrierefrei;Zustand:, Neubau;2022;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;sofort;A;Gas;48,00;https://www.immowelt.de/expose/2d6hl5s
Moderne Wohnung mit 3 Zimmern + Süd-Balkon + Badewanne + Dusche + Lift;1.542;1.252;290;3756;75;3;6. Geschoss;12687 Berlin Marzahn;Bad mit Wanne und Dusche;;;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;A;Fernwärme;42,00;https://www.immowelt.de/expose/2dyvv5r
Nice living. Frisch sanierte Wohnung in der  Gelieustraße zu vermieten. Erstbezug!;1.782,63;1.490,63;162;3 NKM;64;2;3. Geschoss;12203 Berlin Lichterfelde;;;1971;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2d9jf5p
Wunderschöne Altbau-Wohnung in Berlin-Mitte;3.151,75;2.751,75;170;9.559;122;3;3. Geschoss;10119 Berlin Mitte;Bad mit Fenster, Wanne und Dusche, Gäste-WC;Zustand:, Altbau (bis 1945), Duplex;1911;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2d3hp5e
Smyles Living - Erstbezug in Friedenau zum 01.05.2024;1.649;1.399;170;4197;66;2;1. Geschoss;12159 Berlin Friedenau;Bad mit Dusche;;2023;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.05.2024;B;Fernwärme;58,50;https://www.immowelt.de/expose/2dh7p5e
Zu vermieten - Möblierte 2-Zimmer Wohnung bei Fellini Residences am Spittelmarkt;2.400;2.100;300;6300;65;2;3. Geschoss;10117 Berlin Mitte;barrierefrei;;2013;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2drbk5e
Lichtdurchflutete 3- Zimmer Wohnung such neuen Mieter!;2.666,65;2.105,25;561,40;6.315,60;140;3;Erdgeschoss;13088 Berlin Weißensee;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dkfj5e
Lichtdurchflutete 5- Zimmer Wohnung in Weißensee!;2.923,92;2.274,16;649,76;6.822,48;162;5;1. Geschoss;13088 Berlin Weißensee;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dqcj5e
3-Zimmerwohnung in Berlin-Rahnsdorf;;882,04;150;3 Nettokaltmieten (2.406,12 EUR);78;3;1. Geschoss;12589 Berlin Rahnsdorf;Bad mit Fenster und Wanne;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;Gas;72,60;https://www.immowelt.de/expose/2d3rh5e
Befristet: Exklusives Penthouse mit umlaufender Terrasse und Sauna in Top Mitte-Lage;5.000;4.000;1.000;;208;4;;10785 Berlin Tiergarten;Gäste-WC;;2018;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;;C;;147,00;https://www.immowelt.de/expose/2dw3c5e
Finest Living am Kurfürstendamm!;1.579,16;1.379,16;200;3 Monate;38;1;4. Geschoss;10719 Berlin Charlottenburg;;;2021;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dxeb5e
Wohnungsswap - Weigandufer;;.;;;40;1;2. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dn7b5e
Wohnungsswap - Raumerstraße;;.;;;36;1;2. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2de7b5e
Wohnungsswap - Ebersstraße;;.;;;40;1;Erdgeschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dc7b5e
Wohnungsswap - Liegnitzer Straße;;.;;;50;2;4. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d97b5e
Wohnungsswap - Berolinastraße;;.;;;71;3;5. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d87b5e
Wohnungsswap - Neumannstraße;;.;;;79;3;4. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d67b5e
Wohnungsswap - Ohmstraße;;.;;;45;2;1. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d47b5e
Wohnungsswap - Landsberger Allee;;.;;;45;2;Erdgeschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dz6b5e
Wohnungsswap - Fließstraße;;.;;;68;2;6. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2ds6b5e
Wohnungsswap - Dirschauer Straße;;.;;;55;2;4. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dh6b5e
Wohnungsswap - Weisestraße;;.;;;55;2;3. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dg6b5e
Wohnungsswap - Flemingstraße;;.;;;46;2;Erdgeschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dd6b5e
Wohnungsswap - Obentrautstraße;;.;;;73;3;3. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d96b5e
Vollsanierte moderne 3 Zi. Wohnung in Neukölln mit einem großen schönen Park direkt bei der Wohnung.;2.235;1.760;475;2 Monatsmieten;67;3;3. Geschoss;12347 Berlin Britz;Bad mit Dusche;Zustand:, Altbau (bis 1945);1960;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2dcs75e
Tolle 2 Zimmer Wohnung im traumhaften Steglitz;2.110;1.750;360;2 Monatsmieten;64;2;1. Geschoss;14165 Berlin Zehlendorf;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2dyl75e
Stilvolle 2 Zimmer Wohnung ruhig gelegen in Charlottenburg;1.750;1.390;360;2 Monatsmieten;58;2;1. Geschoss;14199 Berlin Schmargendorf;Bad mit Dusche;Zustand:, Altbau (bis 1945);1960;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2dwg75e
Stilvoll und Hochwertig: Möblierte Wohnung mit exklusiver Ausstattung und All-Inclusive-Miete!;;.;;4.770,00;52;2;3. Geschoss;10365 Berlin Lichtenberg;;;1935;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;nach Absprache;;;;https://www.immowelt.de/expose/2dula5e
WBS mit besonderem Wohnbedarf - ab ins Grüne!;1.038,59;768,59;150;3 mal Netto Miete (kalt);74;3;3. Geschoss;12559 Berlin Köpenick;Bad mit Wanne;;1997;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;H;;;https://www.immowelt.de/expose/2dbh55e
"Erstbezug nach Sanierung: Geräumige 4-Zimmerwohnung mit hochwertiger Ausstattung""";2.226;1.781;325;5343;111;4;1. Geschoss;14089 Berlin Kladow;Bad mit Fenster und Wanne;Zustand:, Neubau, 2 Stellplätze;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;C;;;https://www.immowelt.de/expose/2ddyh5r
Exklusive 5-Zi-Wohnung mit großem Balkon | Erstbezug | Neubau | in Berlin-Tiergarten;3.445;3.000;445;9.000 €;126;5;1. Geschoss;10785 Berlin Tiergarten;Bad mit Fenster, Wanne und Dusche;;2023;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.08.2024;;Umweltwärme;18,30;https://www.immowelt.de/expose/2d3ty5d
Luxus-Dachgeschosswohnung mit Lift der direkt in das Penthouse führt in Toplage;3.400;2.900;350;3 Kaltmieten;156;4;2. Geschoss;14129 Berlin Nikolassee;Bad mit Fenster, Wanne und Dusche, barrierefrei;;2019;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;A;Gas;41,80;https://www.immowelt.de/expose/2dcsy5d
frisch sanierte 3 Zimmerwohnung in Wilmersdorf;2.180;1.845;235;5.535,00 € - entspricht 3 Monatsmieten;84;3;;10713 Berlin Wilmersdorf;Bad mit Fenster und Wanne;;1981;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;D;Heizöl;;https://www.immowelt.de/expose/2dbey5d
High End Wohngefühl im Stadtquartier AM TACHELES;2.500;2.150;350;;64;2;2. Geschoss;10117 Berlin Mitte;;;2023;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;nach Vereinbarung;A;;44,00;https://www.immowelt.de/expose/2d6a35r
tolle 2 Zimmer in ruhigen Seitenflügel- neu renoviert;1.680;1.430;130;3 Monatsmieten - 4290,00 €;65;2;1. Geschoss;12051 Berlin Neukölln;Bad mit Dusche;;1900;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;D;Gas;107,50;https://www.immowelt.de/expose/2dfsx5d
(ENGLISH LISTING) top floor duplex apartment - Downtown Prenzlauer Berg;4.436,52;3.936,52;500;11.809,56;232;5;5. Geschoss (Dachgeschoss);10437 Berlin Prenzlauer Berg;Gäste-WC;;1999;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;C;Gas;;https://www.immowelt.de/expose/2dyex5d
THE PLACE TO BE: einzigartige Dachgeschoß-Maisonette am Helmholzplatz - teilgewerblich nutzbar;4.436,52;3.936,52;500;11.809,56;232;5;5. Geschoss (Dachgeschoss);10437 Berlin Prenzlauer Berg;Gäste-WC;;1999;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;C;;;https://www.immowelt.de/expose/2d4xw5d
Über den Dächern von Kreuzberg;;3.060;170;9.180,00;133;4;5. Geschoss (Dachgeschoss);10961 Berlin Kreuzberg;Bad mit Wanne;;1989;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;C;;;https://www.immowelt.de/expose/2dzlf5q
Erstbezug! Helle und moderne 2-Zimmer-Wohnung (1.OG) in ruhiger Lage!;1.493,25;1.243,25;250;4179,75;49;2;1. Geschoss;13407 Berlin Reinickendorf;Bad mit Wanne;Sicherheitstechnik:, Überwachungskamera;2023;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;Nahwärme Gas;56,00;https://www.immowelt.de/expose/2dzfm5d
Exklusives Dachgeschoss in Berlin- Kreuzberg - Maisonette-Wohnung mit gewerblicher Teilnutzung;4.617;3.750;130;11.250,00 € = 3 Nettokaltmieten;150;5;4. Geschoss (Dachgeschoss);10963 Berlin Kreuzberg;Bad mit Wanne und Dusche;;2020;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dt6p5d
Luxuriöser Neubau mitten in Pankow sucht neuen Mieter!;2.349;1.999;350;5.997,00;92;3;5. Geschoss (Dachgeschoss);13187 Berlin Pankow;;;;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;;;;https://www.immowelt.de/expose/2dmhs5r
Helle 4-Zimmerwohnung - Erstbezug mit  2 Balkons;2.152,37;1.774,65;213,12;5.323,95;106;4;4. Geschoss;;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;;50,70;https://www.immowelt.de/expose/2d6jh5d
4-Zimmerwohnung im Grünen - Erstbezug im Glück;2.068,99;1.703,45;194,74;5.110,35;97;4;4. Geschoss;;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;;50,70;https://www.immowelt.de/expose/2drah5d
Komplett eingerichtete Neubauwohnung von Peters und Wormuth mit Südbalkon und grossem Wohn- und Essbereich;4.680;4.000;680;12000;133;4;1. Geschoss;10115 Berlin Mitte;Bad mit Wanne und Dusche, Gäste-WC, Bad/WC getrennt;Zustand:, Neubau;2017;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;D;KWK;105,00;https://www.immowelt.de/expose/2dz9h5d
geräumige 3-Zimmerwohnung - Erstbezug;1.553,41;1.244,89;162,30;3.734,67;81;3;;;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;;50,70;https://www.immowelt.de/expose/2daeg5t
Helle, freundliche 4-Zimmerwohnung - Erstbezug;2.124,57;1.748,29;211,96;5.244,87;105;4;4. Geschoss;;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;;50,70;https://www.immowelt.de/expose/2dq5h5d
Herrschaftlicher Stuckaltbau am Savignyplatz;4.950;4.300;650;12.900,00;169;6;3. Geschoss;10623 Berlin Charlottenburg;Gäste-WC;;;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;E;FERN;;https://www.immowelt.de/expose/2dbw95d
RIEKE: Traumhafte 2,5-Zimmer-Neubauwohnung mit 2 DACHTERRASSEN, EBK, GÄSTE-WC uvm.;1.825;1.560;165;4.680,00;81;2;3. Geschoss;12051 Berlin Neukölln;;;2023;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;A;Fernwärme;40,40;https://www.immowelt.de/expose/2d6lp5n
Ab sofort 3 Zimmer Luxus Apartment in Berlin Mitte, nähe Rosenthaler Platz;2.200;1.800;400;5.400;52;3;;10119 Berlin Mitte;Bad mit Dusche, Bad/WC getrennt, als Ferienimmobilie geeignet;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;Erdgas;;https://www.immowelt.de/expose/2d6h95d
Provisionsfrei: Wohnen in schöner Remise zur Vermietung (195qm) - ab 01.03.2024;2.545;2.435;400;4500;195;4;Erdgeschoss;12557 Berlin Köpenick;Bad mit Fenster und Dusche;;;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2d58s5e
Möbliert - Wohnidyll mit sonnigem Balkon in zentraler Mitte-Lage;3.380;3.100;280;;124;3;;10969 Berlin Mitte;Gäste-WC;;2016;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;nach Vereinbarung;B;;96,10;https://www.immowelt.de/expose/2dvl85d
Ein Traum mit freiem Blick.;1.504,75;1.187,70;206;3.563,10;68;2;2. Geschoss;;;;2020;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;A;;48,00;https://www.immowelt.de/expose/2dn465d
Dachgeschosswohnung mitten in Friedrichshain!;3.143,45;2.501,93;641,52;9.430,35;160;4;5. Geschoss (Dachgeschoss);10245 Berlin Friedrichshain;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2d2g45d
**ERSTBEZUG** Geräumige 2-Zimmer-Wohnung mit EBK und 2 BALKONEN im Neubauquartier 'Ferdinand's Garden';1.423,06;1.179;244,06;3.537,00;67;2;2. Geschoss;13055 Berlin Alt-Hohenschönhausen;;;2023;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;A;Fernwärme;46,80;https://www.immowelt.de/expose/2d7z35d
Helle, praktisch geschnittene 3-Zimmerwohnung - im Erstbezug Glück finden;1.882,89;1.537,89;193,22;4.613,67;96;3;2. Geschoss;;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;;50,70;https://www.immowelt.de/expose/2dd235d
Penthouse mit Ganztagssonne.;2.014,72;1.623,69;244;4.871,00;90;3;6. Geschoss;;;;2020;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;A;;48,00;https://www.immowelt.de/expose/2d84v5k
Moderne 2-Zimmer-Erdgeschosswohnung mit Terrasse in Neubau-Erstbezug zu mieten in 12687 Berlin;1.340;1.100;240;3300;72;2;Erdgeschoss;12687 Berlin Marzahn;Bad mit Fenster, Wanne und Dusche;Serviceleistungen:, Reinigungsservice;2023;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;ab sofort;A;Fernwärme;42,00;https://www.immowelt.de/expose/2d8yu5c
Befristet: Repräsentatives Refugium mit ausgewählter Möblierung im Herzen von Berlin;2.400;.;;;115;2;;10117 Berlin Mitte;;;2001;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;nach Vereinbarung;D;;;https://www.immowelt.de/expose/2dsra5l
Wohn- Gewerbefläche in historischem Gebäude zur Miete in Mehringdamm - KEINE Gastronomie;1.600;1.189;411;3 Nettokaltmiete;64;2;1. Untergeschoss (Souterrain);10965 Berlin Kreuzberg;Bad mit Fenster und Dusche;;1870;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;D;Erdgas E;;https://www.immowelt.de/expose/2darr5c
Charlottenburg: ERSTBEZUG: voll möblierte LUXUS Apartments - 32 - 61 m² per SOFORT zu VERMIETEN;2.440;.;;3-fache Miete;60;2;2. Geschoss;10717 Berlin Wilmersdorf;;;1961;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;FERN;;https://www.immowelt.de/expose/2dlz35t
Charlottenburg: ERSTBEZUG: voll möblierte LUXUS Apartments - 32 - 61 m² per SOFORT zu VERMIETEN;1.590;.;;3-fache Miete;32;1;5. Geschoss;10717 Berlin Wilmersdorf;;;1961;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;FERN;;https://www.immowelt.de/expose/2dntl5t
"Exklusive 3-Zi.-Garten-Wohnung -dicht Potsdamer Platz! - mit Tiefgarage &amp; 2 Privatgärten!";2.520;2.185;160;;95;3;;10963 Berlin Kreuzberg;;;2015;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dt7p5c
Luxeriös ausgestattetes Apartment in begehrter Lage;2.600;.;;7.800,00;45;1;;10719 Berlin Wilmersdorf;Bad mit Dusche;Zustand:, Neubau;2023;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;nach Vereinbarung;C;KWK fossil;89,00;https://www.immowelt.de/expose/2d4nl5c
Moderne 3-Zimmer Wohnung mit Dachterrasse zu vermieten!;2.105;1.695;410;5085;104;3;4. Geschoss (Dachgeschoss);13581 Berlin Spandau;;Zustand:, Neubau;2020;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;16.04.2024;B;Fernwärme;56,00;https://www.immowelt.de/expose/2dd4g5p
Dachgeschosswohnung mit exklusiven Eingang, Aufdachterrasse und Loggia;4.850;4.500;350;;171;4;5. Geschoss (Dachgeschoss);10629 Berlin Charlottenburg;Bad mit Wanne und Dusche, Gäste-WC;;2019;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;E;;;https://www.immowelt.de/expose/2dkzf5c
4 Zimmer Wohnung in einer Stadtvilla in Schmargendorf, Fußbodenheizung, Terrasse, 2 TG Stellplätze;;3.800;200;11.400,00;135;4;1. Geschoss;14199 Berlin Wilmersdorf;Bad mit Wanne und Dusche, barrierefrei;2 Stellplätze:;2011;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;69,00;https://www.immowelt.de/expose/2dllf5c
Erstbezug: Luxuriös gestalteter Altbau im historischen Gebäudeensemble Glint;2.960;2.600;360;;63;2;2. Geschoss;10117 Berlin Mitte;Bad mit Dusche, als Ferienimmobilie geeignet;Zustand:, Altbau (bis 1945), Sicherheitstechnik:, Empfang;1886;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2djrd5c
Erstbezug kernsanierte Altbauwohnung/ First Occupancy of Renovated Altbau Architect-Apartment;;2.780;160;6.500,00;100;3;1. Geschoss;14057 Berlin Charlottenburg;Bad mit Wanne und Dusche;;1920;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dn2n5s
Kompakte und moderne 2-Zi-Wohnung | Erstbezug | umlaufende Terrasse | in Berlin-Tiergarten;1.795;1.600;195;4.800 €;55;2;6. Geschoss;10785 Berlin Tiergarten;Bad mit Dusche;;2023;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.08.2024;;Umweltwärme;18,30;https://www.immowelt.de/expose/2d3yy5b
